2022-05-10 22:05:40,828 INFO  Logger.cs: 70 - 
2022-05-11 00:21:51,399 INFO  ExportHelperExtension.cs: 1136 - Found 35 in base-1
2022-05-11 00:21:51,409 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base-1
2022-05-11 00:21:51,415 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from puntero-1
2022-05-11 00:21:51,422 INFO  ExportHelperExtension.cs: 1136 - Found 27 in puntero-1
2022-05-11 00:21:51,432 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in puntero-1
2022-05-11 00:21:51,438 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from servo
2022-05-11 00:21:51,445 INFO  ExportHelperExtension.cs: 1136 - Found 31 in servo
2022-05-11 00:21:51,452 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in servo
2022-05-11 00:21:51,457 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-05-11 00:21:51,463 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2022-05-11 00:21:51,467 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from base-1
2022-05-11 00:21:51,474 INFO  ExportHelperExtension.cs: 1136 - Found 35 in base-1
2022-05-11 00:21:51,481 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in base-1
2022-05-11 00:21:51,486 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from puntero-1
2022-05-11 00:21:51,491 INFO  ExportHelperExtension.cs: 1136 - Found 27 in puntero-1
2022-05-11 00:21:51,497 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in puntero-1
2022-05-11 00:21:55,692 INFO  SwAddin.cs: 339 - Loading config tree
2022-05-11 00:21:55,715 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
